OBJECTID,BOUNDARY,LEGEND,DATA_SRC,Shape__Length
1762,Shoreline,Shoreline,RI,192.374902162143
1763,Shoreline,Shoreline,RI,428.150017402606
1764,Shoreline,Shoreline,RI,169.786589564441
1765,Shoreline,Shoreline,RI,212.508548712477
1766,Shoreline,Shoreline,RI,23161.0833810842
1767,Shoreline,Shoreline,RI,207.161263444616
1768,Shoreline,Shoreline,RI,328.747063453914
1769,Shoreline,Shoreline,RI,347.728689911234
1770,Shoreline,Shoreline,RI,2426.85105616049
1771,Shoreline,Shoreline,RI,1386.68930013528
1772,Shoreline,Shoreline,RI,215.222760087184
1773,Shoreline,Shoreline,RI,238.211157508376
1774,Shoreline,Shoreline,RI,15391.4480417071
1775,Shoreline,Shoreline,RI,810.761898890214
1776,Shoreline,Shoreline,RI,352.959238525679
1777,Shoreline,Shoreline,RI,283.288487368984
1778,Shoreline,Shoreline,RI,2425.00946370409
1779,Shoreline,Shoreline,RI,247.585041906019
1780,Shoreline,Shoreline,RI,301.870188046802
1781,Shoreline,Shoreline,RI,219.891227242038
1782,Shoreline,Shoreline,RI,1296.99759896972
1783,Shoreline,Shoreline,RI,495.514432422821
1784,Shoreline,Shoreline,RI,666.068345989058
1785,Shoreline,Shoreline,RI,607.445374144046
1786,Shoreline,Shoreline,RI,21015.5691871749
1787,Shoreline,Shoreline,RI,16365.3805095153
1788,Shoreline,Shoreline,RI,15310.7419665035
1789,Shoreline,Shoreline,RI,7905.88300105854
1790,Shoreline,Shoreline,RI,14483.9491741036
1791,Shoreline,Shoreline,RI,324.066489141017
1792,Shoreline,Shoreline,RI,387.453894687462
1793,Shoreline,Shoreline,RI,17981.8109779838
1794,Shoreline,Shoreline,RI,23751.837471384
1795,Shoreline,Shoreline,RI,27736.5805363944
1796,State,State,RI,1847.35433099134
1797,State,State,RI,156.104688735764
1798,Shoreline,Shoreline,RI,2674.9723867798
1799,Shoreline,Shoreline,RI,621.216502253219
1800,Shoreline,Shoreline,RI,1106.93377955911
1801,Shoreline,Shoreline,RI,9824.47143288304
1802,Shoreline,Shoreline,RI,263.876904572356
1803,Shoreline,Shoreline,RI,1242.88427191164
1804,Shoreline,Shoreline,RI,202.293989763418
1805,State,State,RI,728.039049689919
1806,State,State,RI,118.674364290549
1807,Shoreline,Shoreline,RI,2694.50474078021
1808,Shoreline,Shoreline,RI,15568.7702635024
1809,Shoreline,Shoreline,RI,20405.3673313767
1810,Shoreline,Shoreline,RI,2570.38531690622
1811,Shoreline,Shoreline,RI,1604.3633324921
1812,Shoreline,Shoreline,RI,467.274391843755
1813,Shoreline,Shoreline,RI,7959.43666668851
1814,Shoreline,Shoreline,RI,15266.2139464619
1815,Shoreline,Shoreline,RI,10249.2159222386
1816,Shoreline,Shoreline,RI,11791.698861756
1817,Shoreline,Shoreline,RI,24870.3686252433
1818,Shoreline,Shoreline,RI,8308.04339543193
1819,Shoreline,Shoreline,RI,558.02309103227
1820,Shoreline,Shoreline,RI,16939.142447803
1821,Shoreline,Shoreline,RI,348.60151566236
1822,Shoreline,Shoreline,RI,537.516126285283
1823,Shoreline,Shoreline,RI,446.424808414512
1824,Shoreline,Shoreline,RI,22835.9222109842
1825,Shoreline,Shoreline,RI,18865.7346771334
1826,Shoreline,Shoreline,RI,1351.19302065566
1827,Shoreline,Shoreline,RI,12481.9143666149
1828,Shoreline,Shoreline,RI,2134.71184240271
1829,Shoreline,Shoreline,RI,2004.96622526947
1830,Shoreline,Shoreline,RI,19024.6464108668
1831,Shoreline,Shoreline,RI,17738.3338637829
1832,Shoreline,Shoreline,RI,2966.79244722717
1833,Shoreline,Shoreline,RI,9677.48377499816
1834,Shoreline,Shoreline,RI,27881.0172170687
1835,Shoreline,Shoreline,RI,18761.7135544056
1836,Shoreline,Shoreline,RI,37113.7526593772
1837,Shoreline,Shoreline,RI,2572.56666802659
1838,Shoreline,Shoreline,RI,15761.5804444988
1839,Shoreline,Shoreline,RI,10213.5584183667
1840,Shoreline,Shoreline,RI,25298.6707289614
1841,Shoreline,Shoreline,RI,23078.1828426217
1842,Shoreline,Shoreline,RI,20810.3376919072
1843,Shoreline,Shoreline,RI,580.184993978949
1844,Shoreline,Shoreline,RI,1131.1889230182
1845,Shoreline,Shoreline,RI,1233.15623211556
1846,State,State,RI,15791.4190294039
1847,Shoreline,Shoreline,RI,20707.4693881221
1848,Shoreline,Shoreline,RI,27096.8968856482
1849,Shoreline,Shoreline,RI,19854.8944057844
1850,Shoreline,Shoreline,RI,18163.9832156616
1851,Shoreline,Shoreline,RI,22056.7697304539
1852,Shoreline,Shoreline,RI,1191.4885475875
1853,Shoreline,Shoreline,RI,36731.7940088176
1854,Shoreline,Shoreline,RI,12673.959684732
1855,Shoreline,Shoreline,RI,8894.35294678911
1856,Shoreline,Shoreline,RI,3797.48387508473
1857,Shoreline,Shoreline,RI,14836.1751139411
1858,Shoreline,Shoreline,RI,512.774084618138
1859,Shoreline,Shoreline,RI,22258.3520316021
1860,Shoreline,Shoreline,RI,21056.3485400507
1861,Shoreline,Shoreline,RI,18393.5241902858
1862,Shoreline,Shoreline,RI,5599.17620990403
1863,Shoreline,Shoreline,RI,25905.2429918031
1864,Shoreline,Shoreline,RI,569.064295812506
1865,Shoreline,Shoreline,RI,2776.16765036166
1866,Shoreline,Shoreline,RI,17718.801685817
1867,Shoreline,Shoreline,RI,424.565478709941
1868,Shoreline,Shoreline,RI,15486.2777368941
1869,Shoreline,Shoreline,RI,13694.4331736784
1870,Shoreline,Shoreline,RI,1141.16438143877
1871,Shoreline,Shoreline,RI,21525.2781285261
1872,Shoreline,Shoreline,RI,12462.6502598379
1873,Shoreline,Shoreline,RI,24031.0074706508
1874,Shoreline,Shoreline,RI,27684.6443585449
1875,Shoreline,Shoreline,RI,16879.6944735647
1876,Shoreline,Shoreline,RI,25713.1203816569
1877,Shoreline,Shoreline,RI,2079.68153874071
1878,Shoreline,Shoreline,RI,11409.7391235145
1879,Shoreline,Shoreline,RI,483.507322467497
1880,Shoreline,Shoreline,RI,437.793093820101
1881,Shoreline,Shoreline,RI,253.097350757523
1882,Shoreline,Shoreline,RI,10525.5747982132
1883,Shoreline,Shoreline,RI,435.782699658131
1884,Shoreline,Shoreline,RI,225.33686307442
1885,Shoreline,Shoreline,RI,10402.2004151347
1886,Shoreline,Shoreline,RI,13130.187559438
1887,Shoreline,Shoreline,RI,7507.29385988037
1888,Shoreline,Shoreline,RI,36229.1170101179
1889,Shoreline,Shoreline,RI,22672.6203097753
1890,Shoreline,Shoreline,RI,11602.6481505138
1891,Shoreline,Shoreline,RI,5202.06669364056
1892,Shoreline,Shoreline,RI,24708.7949638363
1893,Shoreline,Shoreline,RI,24281.5385290943
1894,Shoreline,Shoreline,RI,2750.65070448098
1895,Shoreline,Shoreline,RI,4214.43585106703
1896,Shoreline,Shoreline,RI,32271.7789170902
1897,Shoreline,Shoreline,RI,30222.5952888655
1898,Shoreline,Shoreline,RI,17883.2459659605
1899,Shoreline,Shoreline,RI,5979.1949044864
1900,Shoreline,Shoreline,RI,19484.9506502758
1901,Shoreline,Shoreline,RI,16102.5981246141
1902,Shoreline,Shoreline,RI,19397.3838444087
1903,Shoreline,Shoreline,RI,2335.90943841526
1904,Shoreline,Shoreline,RI,7257.65280359302
1905,Shoreline,Shoreline,RI,12034.6140006146
1906,Shoreline,Shoreline,RI,21518.2655806726
1907,Shoreline,Shoreline,RI,10403.0262849465
1908,Shoreline,Shoreline,RI,27959.6388701934
1909,Shoreline,Shoreline,RI,26145.0882096713
1910,Shoreline,Shoreline,RI,27321.381502533
1911,Shoreline,Shoreline,RI,516.059300631111
1912,Shoreline,Shoreline,RI,4312.68891749739
1913,Shoreline,Shoreline,RI,24290.9436356579
1914,Shoreline,Shoreline,RI,12230.682404147
1915,Shoreline,Shoreline,RI,391.268239084806
1916,Shoreline,Shoreline,RI,484.445012171342
1917,Shoreline,Shoreline,RI,27678.5482565858
1918,Shoreline,Shoreline,RI,16926.9347677191
1919,Shoreline,Shoreline,RI,10978.0364411894
1920,Shoreline,Shoreline,RI,4421.1179987224
1921,Shoreline,Shoreline,RI,1246.58403108282
1922,Shoreline,Shoreline,RI,667.937508753931
1923,Shoreline,Shoreline,RI,22171.2605790488
1924,Shoreline,Shoreline,RI,619.619607691149
1925,Shoreline,Shoreline,RI,477.09178337959
1926,Shoreline,Shoreline,RI,455.185835356517
1927,Shoreline,Shoreline,RI,8948.87895025261
1928,Shoreline,Shoreline,RI,642.203856738693
1929,Shoreline,Shoreline,RI,435.548871552079
1930,Shoreline,Shoreline,RI,1045.2895947323
1931,Shoreline,Shoreline,RI,573.585920729357
1932,Shoreline,Shoreline,RI,241.885896333585
1933,Shoreline,Shoreline,RI,241.298546084718
1934,Shoreline,Shoreline,RI,390.279842407037
1935,Shoreline,Shoreline,RI,630.911784936167
1936,Shoreline,Shoreline,RI,526.535693402731
1937,Shoreline,Shoreline,RI,29206.3064105356
1938,Shoreline,Shoreline,RI,37691.0848468112
1939,Shoreline,Shoreline,RI,15952.3874797297
1940,Shoreline,Shoreline,RI,8652.36484940917
1941,Shoreline,Shoreline,RI,630.212836756319
1942,Shoreline,Shoreline,RI,359.133021248429
1943,Shoreline,Shoreline,RI,452.294088429707
1944,Shoreline,Shoreline,RI,23624.3520414183
1945,Shoreline,Shoreline,RI,867.144916382079
1946,Shoreline,Shoreline,RI,301.277246348213
1947,Shoreline,Shoreline,RI,1040.79713106191
1948,Shoreline,Shoreline,RI,16597.4214407647
1949,Shoreline,Shoreline,RI,330.531910550406
1950,Shoreline,Shoreline,RI,23917.9433769329
1951,Shoreline,Shoreline,RI,859.258674693473
1952,Shoreline,Shoreline,RI,457.227188415006
1953,Shoreline,Shoreline,RI,219.269586409637
1954,Shoreline,Shoreline,RI,531.57039059885
1955,Shoreline,Shoreline,RI,327.535892049412
1956,Shoreline,Shoreline,RI,23082.2060767536
1957,Shoreline,Shoreline,RI,373.839492342674
1958,Shoreline,Shoreline,RI,248.93832039172
1959,Shoreline,Shoreline,RI,344.470337060168
1960,Shoreline,Shoreline,RI,609.209720001217
1961,Shoreline,Shoreline,RI,329.342565220996
1962,Shoreline,Shoreline,RI,15250.2308788918
1963,Shoreline,Shoreline,RI,876.500184782435
1964,Shoreline,Shoreline,RI,428.119919153107
1965,Shoreline,Shoreline,RI,399.666610465413
1966,Shoreline,Shoreline,RI,400.118194070034
1967,Shoreline,Shoreline,RI,417.803670116946
1968,Shoreline,Shoreline,RI,242.934835718472
1969,Shoreline,Shoreline,RI,14632.5448396685
1970,Shoreline,Shoreline,RI,357.917631294384
1971,Shoreline,Shoreline,RI,442.168064239508
1972,Shoreline,Shoreline,RI,386.943384410611
1973,Shoreline,Shoreline,RI,432.276500603756
1974,Shoreline,Shoreline,RI,21122.3907772168
1975,Shoreline,Shoreline,RI,462.290335118261
1976,Shoreline,Shoreline,RI,204.419009959355
1977,Shoreline,Shoreline,RI,253.313075281528
1978,Shoreline,Shoreline,RI,316.70703994993
1979,Shoreline,Shoreline,RI,238.093791886063
1980,Shoreline,Shoreline,RI,266.503560383688
1981,Shoreline,Shoreline,RI,256.091583077345
1982,Shoreline,Shoreline,RI,267.99878659165
1983,Shoreline,Shoreline,RI,315.941029061989
1984,Shoreline,Shoreline,RI,830.522257756946
1985,Shoreline,Shoreline,RI,226.379297753002
1986,Shoreline,Shoreline,RI,296.309343999247
1987,Shoreline,Shoreline,RI,279.587900150913
1988,Shoreline,Shoreline,RI,228.386755093822
1989,Shoreline,Shoreline,RI,305.884012780818
1990,Shoreline,Shoreline,RI,36923.6469348982
1991,Shoreline,Shoreline,RI,2625.40904482063
1992,Shoreline,Shoreline,RI,801.627345291606
1993,Shoreline,Shoreline,RI,989.105487813601
1994,Shoreline,Shoreline,RI,831.551596166192
1995,Shoreline,Shoreline,RI,831.039281471179
1996,Shoreline,Shoreline,RI,2151.42087783885
1997,Shoreline,Shoreline,RI,694.500414717549
1998,Shoreline,Shoreline,RI,21547.2360546903
1999,Shoreline,Shoreline,RI,21658.9720294026
2000,Shoreline,Shoreline,RI,387.009156201653
2001,Shoreline,Shoreline,RI,10527.8840538786
2002,Shoreline,Shoreline,RI,12016.6091637963
2003,Shoreline,Shoreline,RI,512.756904515712
2004,Shoreline,Shoreline,RI,919.299968278261
2005,Shoreline,Shoreline,RI,1492.57873069223
2006,Shoreline,Shoreline,RI,917.177584061077
2007,Shoreline,Shoreline,RI,22027.1237892127
2008,Shoreline,Shoreline,RI,20088.794482591
2009,Shoreline,Shoreline,RI,859.680138150967
2010,Shoreline,Shoreline,RI,1373.8518679012
2011,State,State,CT,15460.0287981424
2012,Town,Town,CT,29172.9117638202
2013,Shoreline,Shoreline,RI,22741.675798019
2014,Shoreline,Shoreline,RI,1566.61409697552
2015,Shoreline,Shoreline,RI,240.452384962175
2016,Shoreline,Shoreline,RI,499.563807639977
2017,Shoreline,Shoreline,RI,2182.16784469793
2018,Shoreline,Shoreline,RI,11943.2223920969
2019,Shoreline,Shoreline,RI,20778.4687866981
2020,Shoreline,Shoreline,RI,1116.97775904423
2021,Shoreline,Shoreline,RI,233.457948467897
2022,Shoreline,Shoreline,RI,422.827259700352
2023,Town,Town,CT,17396.2986896742
2024,Shoreline,Shoreline,RI,177.968098647756
2025,Shoreline,Shoreline,RI,314.513578098911
2026,Shoreline,Shoreline,RI,270.96221561593
2027,Shoreline,Shoreline,RI,1060.47672967918
2028,Shoreline,Shoreline,RI,12128.4362068413
2029,Shoreline,Shoreline,RI,14508.4990215793
2030,Shoreline,Shoreline,RI,17975.9031571663
2031,Shoreline,Shoreline,RI,18112.5887161104
2032,Town,Town,CT,48063.0624397499
2033,Shoreline,Shoreline,RI,19239.3406773475
2034,Shoreline,Shoreline,RI,4043.65911274766
2035,Shoreline,Shoreline,RI,2785.02227909376
2036,Shoreline,Shoreline,RI,18682.2398326427
2037,Shoreline,Shoreline,RI,9545.2732286664
2038,Shoreline,Shoreline,RI,424.077900118475
2039,Shoreline,Shoreline,RI,520.550561529968
2040,Shoreline,Shoreline,RI,290.587903107234
2041,Shoreline,Shoreline,RI,1810.24025482177
2042,Shoreline,Shoreline,RI,14586.5007493826
2043,Shoreline,Shoreline,RI,569.84890143397
2044,Shoreline,Shoreline,RI,173.684110744506
2045,State,State,CT,12928.9486542679
2046,Shoreline,Shoreline,RI,242.659839188448
2047,Shoreline,Shoreline,RI,5491.70047064619
2048,Shoreline,Shoreline,RI,398.30115910177
2049,Shoreline,Shoreline,RI,12516.1760622212
2050,Shoreline,Shoreline,CT,409.945364647188
2051,Shoreline,Shoreline,RI,11702.6331892586
2052,Shoreline,Shoreline,RI,1241.57672717923
2053,Shoreline,Shoreline,RI,245.130033817244
2054,Shoreline,Shoreline,RI,142.919805679477
2055,Shoreline,Shoreline,RI,9557.59979405355
2056,Shoreline,Shoreline,RI,18207.5130952517
2057,Shoreline,Shoreline,RI,782.347637492469
2058,Shoreline,Shoreline,RI,305.911583386973
2059,Shoreline,Shoreline,RI,292.48637415634
2060,Shoreline,Shoreline,RI,143.056249338382
2061,Shoreline,Shoreline,RI,16838.8817769355
2062,Shoreline,Shoreline,RI,2821.96435047821
2063,Shoreline,Shoreline,RI,325.69285572636
2064,Shoreline,Shoreline,RI,2561.04450322067
2065,Shoreline,Shoreline,RI,188.888239887717
2066,Shoreline,Shoreline,RI,836.947819682002
2067,Shoreline,Shoreline,RI,323.452655162837
2068,Shoreline,Shoreline,RI,1940.38342289336
2069,Shoreline,Shoreline,CT,208.971207201347
2070,Shoreline,Shoreline,RI,5336.78617295673
2071,Shoreline,Shoreline,RI,888.527244256415
2072,Shoreline,Shoreline,RI,433.454981374219
2073,Shoreline,Shoreline,RI,240.573746502067
2074,Shoreline,Shoreline,RI,14646.5542408731
2075,Shoreline,Shoreline,RI,3647.01580812825
2076,Shoreline,Shoreline,CT,206.699987891582
2077,Shoreline,Shoreline,RI,19215.8612103741
2078,Shoreline,Shoreline,RI,3382.45198777117
2079,Shoreline,Shoreline,RI,1952.86456744775
2080,Shoreline,Shoreline,RI,754.853841052884
2081,Shoreline,Shoreline,RI,58.8149410334586
2082,Shoreline,Shoreline,RI,540.51563782603
2083,Shoreline,Shoreline,RI,614.502501106707
2084,Shoreline,Shoreline,RI,265.857878078777
2085,Shoreline,Shoreline,RI,40492.0680939425
2086,Shoreline,Shoreline,RI,5300.55994038224
2087,Shoreline,Shoreline,RI,16015.0127035151
2088,Shoreline,Shoreline,RI,3557.70371786634
2089,Shoreline,Shoreline,RI,1027.6002945101
2090,Shoreline,Shoreline,RI,436.938906623159
2091,Shoreline,Shoreline,RI,14059.6881035078
2092,Shoreline,Shoreline,CT,193.263568294436
2093,Shoreline,Shoreline,RI,267.033453347185
2094,Shoreline,Shoreline,CT,509.927159682197
2095,Shoreline,Shoreline,RI,470.88999157041
2096,Shoreline,Shoreline,RI,1272.24544265398
2097,Shoreline,Shoreline,CT,367.486032783477
2098,Shoreline,Shoreline,RI,365.876117178205
2099,Shoreline,Shoreline,RI,383.858453004111
2100,Shoreline,Shoreline,RI,3719.28303112022
2101,Shoreline,Shoreline,RI,302.591091977907
2102,Shoreline,Shoreline,RI,16858.663588216
2103,Shoreline,Shoreline,RI,11440.1185272489
2104,Town,Town,CT,17327.927746237
2105,Shoreline,Shoreline,CT,15320.6760947274
2106,Shoreline,Shoreline,CT,14761.5966510032
2107,Shoreline,Shoreline,RI,343.341736481482
2108,Shoreline,Shoreline,RI,6265.54414156224
2109,Shoreline,Shoreline,RI,237.969052338237
2110,Shoreline,Shoreline,RI,270.70855817545
2111,Shoreline,Shoreline,CT,190.39395614634
2112,Town,Town,RI,19742.0605581538
2113,Shoreline,Shoreline,RI,3620.44734761393
2114,Shoreline,Shoreline,RI,116.398529786897
2115,Shoreline,Shoreline,RI,730.944151855658
2116,Shoreline,Shoreline,RI,418.977685142754
2117,Town,Town,RI,288.622024841587
2118,Shoreline,Shoreline,RI,17951.9992109671
2119,Shoreline,Shoreline,RI,22618.0906989614
2120,Shoreline,Shoreline,CT,472.30541993941
2121,Shoreline,Shoreline,RI,1984.08059194268
2122,Shoreline,Shoreline,RI,311.228367761508
2123,Shoreline,Shoreline,CT,1585.7103924113
2124,Shoreline,Shoreline,CT,555.814594486782
2125,Shoreline,Shoreline,CT,17036.2961277171
2126,Shoreline,Shoreline,CT,339.712670657422
2127,Shoreline,Shoreline,RI,926.437214019369
2128,Shoreline,Shoreline,CT,330.006519347375
2129,Shoreline,Shoreline,CT,894.163302128049
2130,Shoreline,Shoreline,RI,9861.83302117331
2131,Shoreline,Shoreline,RI,9786.59835206459
2132,Shoreline,Shoreline,CT,384.081832043035
2133,Shoreline,Shoreline,RI,470.917255124109
2134,Shoreline,Shoreline,CT,672.980279898932
2135,Shoreline,Shoreline,CT,36985.8677056115
2136,Shoreline,Shoreline,CT,681.903360312917
2137,Shoreline,Shoreline,CT,196.51893622572
2138,Shoreline,Shoreline,CT,190.332865883668
2139,Shoreline,Shoreline,CT,396.528800472649
2140,Shoreline,Shoreline,RI,35690.4084767034
2141,Shoreline,Shoreline,RI,365.447196290268
2142,Shoreline,Shoreline,CT,405.497057234931
2143,Shoreline,Shoreline,CT,708.753974133197
2144,Shoreline,Shoreline,CT,223.701636435951
2145,Shoreline,Shoreline,CT,223.631343840187
2146,Shoreline,Shoreline,CT,181.075634709255
2147,Shoreline,Shoreline,CT,10257.5261101376
2148,Shoreline,Shoreline,CT,371.961965234458
2149,Shoreline,Shoreline,CT,12073.3796463854
2150,Shoreline,Shoreline,CT,4290.45716942682
2151,Town,Town,RI,557.67677515928
2152,Shoreline,Shoreline,CT,632.993646406613
2153,Shoreline,Shoreline,CT,1506.9903165875
2154,Shoreline,Shoreline,RI,12360.7063106664
2155,Shoreline,Shoreline,CT,1201.79149430317
2156,Shoreline,Shoreline,CT,270.602897282376
2157,Shoreline,Shoreline,CT,360.53183215125
2158,Shoreline,Shoreline,CT,27492.7723353374
2159,Shoreline,Shoreline,RI,18728.3170994763
2160,Shoreline,Shoreline,RI,15279.2284972003
2161,Shoreline,Shoreline,CT,1509.17597831914
2162,Shoreline,Shoreline,CT,12081.2465826174
2163,State,State,CT,1083.42766029821
2164,Shoreline,Shoreline,CT,900.261873389011
2165,Shoreline,Shoreline,CT,486.804835143081
2166,Shoreline,Shoreline,CT,398.083546321002
2167,State,State,CT,378.785281975033
2168,State,State,CT,613.934985461527
2169,Shoreline,Shoreline,CT,1623.41077640149
2170,Shoreline,Shoreline,RI,16191.2162482247
2171,Shoreline,Shoreline,RI,5862.96189532316
2172,Shoreline,Shoreline,CT,296.287565592253
2173,Shoreline,Shoreline,CT,32493.4042377754
2174,Shoreline,Shoreline,CT,10030.9713689613
2175,Shoreline,Shoreline,CT,37726.1404335298
2176,Shoreline,Shoreline,CT,9448.20036039291
2177,Shoreline,Shoreline,CT,395.28814317516
2178,Shoreline,Shoreline,CT,975.992174934252
2179,Shoreline,Shoreline,CT,194.778067516
2180,Shoreline,Shoreline,CT,378.241197648516
2181,Shoreline,Shoreline,CT,34815.1927197661
2182,Shoreline,Shoreline,CT,185.848015435968
2183,Shoreline,Shoreline,CT,324.214814715851
2184,Shoreline,Shoreline,CT,33009.5277194605
2185,Shoreline,Shoreline,CT,38422.1717697558
2186,Shoreline,Shoreline,CT,101.523777400625
2187,Shoreline,Shoreline,CT,83.9885840042817
2188,Shoreline,Shoreline,CT,155.570018407043
2189,Shoreline,Shoreline,CT,35312.2478454388
2190,Shoreline,Shoreline,CT,25500.7700484892
2191,Shoreline,Shoreline,CT,31133.3688985804
2192,Shoreline,Shoreline,CT,33274.9196709111
2193,Shoreline,Shoreline,CT,938.172041141714
2194,Shoreline,Shoreline,CT,11115.2519579988
2195,Shoreline,Shoreline,CT,840.488599144567
2196,Shoreline,Shoreline,CT,185.607194701664
2197,Shoreline,Shoreline,CT,391.341878920061
2198,Shoreline,Shoreline,CT,660.884681030131
2199,Shoreline,Shoreline,CT,191.401551285697
2200,Shoreline,Shoreline,CT,1203.46515581582
2201,Shoreline,Shoreline,CT,832.621569430202
2202,Shoreline,Shoreline,CT,903.81739592742
2203,Shoreline,Shoreline,CT,33860.2486800489
2204,Shoreline,Shoreline,CT,22070.2360117019
2205,Shoreline,Shoreline,CT,39383.5317603621
2206,Shoreline,Shoreline,CT,794.936821889828
2207,Shoreline,Shoreline,CT,24905.6975752603
2208,Shoreline,Shoreline,CT,37413.0261633186
2209,Shoreline,Shoreline,CT,170.254782736515
2210,Shoreline,Shoreline,CT,646.354749670445
2211,Shoreline,Shoreline,CT,573.084678802782
2212,Shoreline,Shoreline,CT,235.708519552082
2213,Shoreline,Shoreline,CT,38205.7675719339
2214,Shoreline,Shoreline,CT,1634.86163930438
2215,Shoreline,Shoreline,CT,923.524180692654
2216,Shoreline,Shoreline,CT,407.66913780823
2217,Shoreline,Shoreline,CT,41649.9272448151
2218,Shoreline,Shoreline,CT,5035.01144552302
2219,Shoreline,Shoreline,CT,4638.70744350546
2220,Shoreline,Shoreline,CT,8477.38335702709
2221,Shoreline,Shoreline,CT,709.737393632685
2222,Shoreline,Shoreline,CT,176.902008171753
2223,Shoreline,Shoreline,CT,237.730653295927
2224,Shoreline,Shoreline,CT,208.326144201119
2225,Shoreline,Shoreline,CT,32858.0377201549
2226,Shoreline,Shoreline,CT,25786.5120023992
2227,Shoreline,Shoreline,CT,10351.10179952
2228,Shoreline,Shoreline,CT,418.81563550259
2229,Shoreline,Shoreline,CT,32185.4395089789
2230,Shoreline,Shoreline,CT,14756.198129823
2231,Shoreline,Shoreline,CT,241.845584768543
2232,Shoreline,Shoreline,CT,33255.6275560117
2233,Shoreline,Shoreline,CT,307.617569161438
2234,Shoreline,Shoreline,CT,285.268659421775
2235,Shoreline,Shoreline,CT,518.025633262563
2236,Shoreline,Shoreline,CT,2022.59626798511
2237,Shoreline,Shoreline,CT,205.435635539493
2238,Shoreline,Shoreline,CT,317.015904852812
2239,Shoreline,Shoreline,CT,335.293998651761
2240,Shoreline,Shoreline,CT,332.422100010591
2241,Shoreline,Shoreline,CT,297.984286635025
2242,Shoreline,Shoreline,CT,768.70133230299
2243,Shoreline,Shoreline,CT,455.718547384426
2244,Shoreline,Shoreline,CT,1056.01312427893
2245,Shoreline,Shoreline,CT,496.208281944438
2246,Shoreline,Shoreline,CT,133.592713374466
2247,Shoreline,Shoreline,CT,459.491563702497
2248,Shoreline,Shoreline,CT,43197.8296999745
2249,Shoreline,Shoreline,CT,288.211784705387
2250,Shoreline,Shoreline,CT,257.592378846959
2251,Shoreline,Shoreline,CT,171.199379270167
2252,Shoreline,Shoreline,CT,1746.88100620269
2253,Shoreline,Shoreline,CT,206.756338188069
2254,Shoreline,Shoreline,CT,10339.3999314292
2255,Shoreline,Shoreline,CT,38297.3195740439
2256,Shoreline,Shoreline,CT,622.88026150641
2257,Shoreline,Shoreline,CT,1696.18460923609
2258,Shoreline,Shoreline,CT,159.360993704806
2259,Shoreline,Shoreline,CT,355.474931394474
2260,Shoreline,Shoreline,CT,192.050472798125
2261,Shoreline,Shoreline,CT,194.5884984543
2262,Shoreline,Shoreline,CT,338.721305278658
2263,Shoreline,Shoreline,CT,18406.002938665
2264,Shoreline,Shoreline,CT,155.402052079984
2265,Shoreline,Shoreline,CT,800.596700224716
2266,Shoreline,Shoreline,CT,471.046550773949
2267,Shoreline,Shoreline,CT,283.669303400751
2268,Shoreline,Shoreline,CT,690.880482736507
2269,Shoreline,Shoreline,CT,2991.81318417659
2270,Shoreline,Shoreline,CT,612.390195629099
2271,Shoreline,Shoreline,CT,497.156924153062
2272,Shoreline,Shoreline,CT,1471.26630854943
2273,Shoreline,Shoreline,CT,9114.85853823192
2274,Shoreline,Shoreline,CT,39922.1036882109
2275,Shoreline,Shoreline,CT,156.092690025113
2276,Shoreline,Shoreline,CT,203.82477014367
2277,Shoreline,Shoreline,CT,1064.81911237953
2278,Shoreline,Shoreline,CT,739.462880654202
2279,Shoreline,Shoreline,CT,1158.10806777519
2280,Shoreline,Shoreline,CT,1761.03399355577
2281,Shoreline,Shoreline,CT,605.572888838908
2282,Shoreline,Shoreline,CT,338.831345240508
2283,Shoreline,Shoreline,CT,237.982473134972
2284,Shoreline,Shoreline,CT,309.38130895518
2285,Shoreline,Shoreline,CT,1401.97642460069
2286,Shoreline,Shoreline,CT,721.14116311038
2287,Shoreline,Shoreline,CT,1084.99735515035
2288,Shoreline,Shoreline,CT,202.074042872871
2289,Shoreline,Shoreline,CT,39591.3292498604
2290,Shoreline,Shoreline,CT,40490.6795146246
2291,Shoreline,Shoreline,CT,211.632833335856
2292,Shoreline,Shoreline,CT,500.195411971795
2293,Shoreline,Shoreline,CT,1619.02237586524
2294,Shoreline,Shoreline,CT,202.752773861785
2295,Shoreline,Shoreline,CT,3606.99450738703
2296,Shoreline,Shoreline,CT,3721.19134744517
2297,Shoreline,Shoreline,CT,361.750315270551
2298,Shoreline,Shoreline,CT,29506.9271091995
2299,Shoreline,Shoreline,CT,525.218737291072
2300,Shoreline,Shoreline,CT,755.279347927054
2301,Shoreline,Shoreline,CT,7461.31820815607
2302,Shoreline,Shoreline,CT,2266.97594283568
2303,Shoreline,Shoreline,CT,3058.8399120401
2304,Shoreline,Shoreline,CT,40548.2405204288
2305,Shoreline,Shoreline,CT,1402.97860153345
2306,Shoreline,Shoreline,CT,1021.89542499543
2307,Shoreline,Shoreline,CT,37721.536230216
2308,Shoreline,Shoreline,CT,2505.65842437557
2309,Shoreline,Shoreline,CT,444.062425494565
2310,Shoreline,Shoreline,CT,1698.80899372472
2311,Shoreline,Shoreline,CT,383.810940164658
2312,Shoreline,Shoreline,CT,1332.71825207838
2313,Shoreline,Shoreline,CT,19296.9525718553
